,line,__fileposition__
5720,"27839,""Ring Two, The (2005)"",Drama|Horror|Mystery|Thriller",281557
5721,"27846,""Corporation, The (2003)"",Documentary",281617
5722,"27850,""Yes Men, The (2003)"",Documentary",281662
5723,"27865,Azumi (2003),Action|Adventure|Drama|Thriller",281703
5724,"27866,In My Father's Den (2004),Drama",281755
5725,"27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),Action|Drama|War",281794
5726,"27873,Metallica: Some Kind of Monster (2004),Documentary",281884
5727,"27878,Born into Brothels (2004),Documentary",281942
5728,"27879,DiG! (2004),Documentary",281987
5729,"27882,Riding Giants (2004),Documentary",282018
5730,"27899,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),Comedy|Documentary|Drama",282058
5731,"27904,""Scanner Darkly, A (2006)"",Animation|Drama|Mystery|Sci-Fi|Thriller",282161
5732,"27905,Casshern (2004),Action|Drama|Fantasy|Sci-Fi",282235
5733,"27912,Outfoxed: Rupert Murdoch's War on Journalism (2004),Documentary",282286
5734,"30707,Million Dollar Baby (2004),Drama",282357
5735,"30745,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),Comedy|Crime|Drama|Horror|Mystery",282397
5736,"30749,Hotel Rwanda (2004),Drama|War",282485
5737,"30793,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX",282522
5738,"30803,3-Iron (Bin-jip) (2004),Drama|Romance",282609
5739,"30810,""Life Aquatic with Steve Zissou, The (2004)"",Adventure|Comedy|Fantasy",282654
5740,"30812,""Aviator, The (2004)"",Drama",282731
5741,"30816,""Phantom of the Opera, The (2004)"",Drama|Musical|Romance",282766
5742,"30818,Beyond the Sea (2004),Drama|Musical",282830
5743,"30820,""Woodsman, The (2004)"",Drama",282873
5744,"30822,In Good Company (2004),Comedy|Drama",282909
5745,"30825,Meet the Fockers (2004),Comedy",282952
5746,"30846,""Assassination of Richard Nixon, The (2004)"",Crime|Drama|Thriller",282990
5747,"30848,""Love Song for Bobby Long, A (2004)"",Drama",283063
5748,"30850,""Merchant of Venice, The (2004)"",Drama",283113
5749,"30883,Fat Albert (2004),Comedy|Fantasy",283159
5750,"30890,""Keys to the House, The (Chiavi di casa, Le) (2004)"",Drama",283199
5751,"30892,In the Realms of the Unreal (2004),Animation|Documentary",283265
5752,"30894,White Noise (2005),Drama|Horror|Mystery|Sci-Fi|Thriller",283329
5753,"30898,""Upside of Anger, The (2005)"",Comedy|Drama|Romance",283392
5754,"30994,Little Miss Marker (1980),Comedy|Drama",283450
5755,"31000,Sweet Liberty (1986),Comedy",283496
5756,"31030,I Remember Mama (1948),Children|Drama",283531
5757,"31038,Smooth Talk (1985),Drama|Romance",283576
5758,"31049,Out Cold (1989),Comedy|Thriller",283616
5759,"31083,Man Trouble (1992),Comedy|Romance",283655
5760,"31086,Battles Without Honor & Humanity (Jingi naki tatakai) (1973),Crime|Drama",283696
5761,"31101,Stander (2003),Action|Crime|Drama",283776
5762,"31114,Imaginary Heroes (2004),Comedy|Drama",283817
5763,"31116,Sergeant York (1941),Drama|War",283861
5764,"31123,Ruby & Quentin (Tais-toi!) (2003),Comedy|Crime",283899
5765,"31150,Wizards (1977),Animation|Fantasy|Sci-Fi|War",283953
5766,"31162,""Life and Death of Peter Sellers, The (2004)"",Comedy|Drama",284004
5767,"31184,Appleseed (Appurushîdo) (2004),Action|Animation|Fantasy|Sci-Fi",284070
5768,"31193,""Many Adventures of Winnie the Pooh, The (1977)"",Animation|Children|Musical",284141
5769,"31221,Elektra (2005),Action|Adventure|Crime|Drama",284224
5770,"31223,Racing Stripes (2005),Children|Comedy",284275
5771,"31225,Coach Carter (2005),Drama",284320
5772,"31260,Boys Town (1938),Drama",284353
5773,"31297,Gold Diggers of 1935 (1935),Comedy|Musical",284383
5774,"31309,Rocco and His Brothers (Rocco e i suoi fratelli) (1960),Crime|Drama",284433
5775,"31364,Memories of Murder (Salinui chueok) (2003),Crime|Drama|Mystery|Thriller",284508
5776,"31367,""Chase, The (1994)"",Action|Adventure|Comedy|Crime|Romance|Thriller",284587
5777,"31410,""Downfall (Untergang, Der) (2004)"",Drama|War",284661
5778,"31420,Assault on Precinct 13 (2005),Action|Crime|Drama|Thriller",284713
5779,"31422,Are We There Yet? (2005),Children|Comedy",284778
5780,"31424,Alone in the Dark (2005),Action|Horror|Sci-Fi|Thriller",284826
5781,"31427,Hide and Seek (2005),Horror|Mystery|Thriller",284888
5782,"31431,Boogeyman (2005),Drama|Horror|Mystery|Thriller",284940
5783,"31433,""Wedding Date, The (2005)"",Comedy|Romance",284994
5784,"31435,Rory O'Shea Was Here (Inside I'm Dancing) (2004),Drama",285043
5785,"31437,Nobody Knows (Dare mo shiranai) (2004),Drama",285105
5786,"31445,Employee of the Month (2004),Comedy|Drama",285157
5787,"31522,""Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)"",Drama",285206
5788,"31545,""Trou, Le (Hole, The) (Night Watch, The) (1960)"",Crime|Film-Noir",285284
5789,"31553,Double Dragon (1994),Action|Adventure|Sci-Fi",285356
5790,"31590,Hands Off the Loot (Touchez pas au grisbi) (1954),Crime|Drama|Thriller",285408
5791,"31610,Purple Butterfly (Zi hudie) (2003),Drama",285486
5792,"31617,El Cid (1961),Action|Adventure|Drama|Romance|War",285534
5793,"31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance",285590
5794,"31660,Steamboy (Suchîmubôi) (2004),Action|Animation|Drama|Sci-Fi",285684
5795,"31664,Gorgeous (Boh lee chun) (1999),Action|Comedy|Romance",285752
5796,"31685,Hitch (2005),Comedy|Romance",285812
5797,"31692,Uncle Nino (2003),Comedy",285847
5798,"31694,Bride & Prejudice (2004),Comedy|Musical|Romance",285879
5799,"31696,Constantine (2005),Action|Fantasy|Horror|Thriller",285934
5800,"31698,Son of the Mask (2005),Adventure|Children|Comedy|Fantasy",285991
5801,"31700,Because of Winn-Dixie (2005),Children|Comedy|Drama",286055
5802,"31702,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004),Drama|War",286113
5803,"31737,Bunny Lake Is Missing (1965),Mystery|Thriller",286187
5804,"31804,Night Watch (Nochnoy dozor) (2004),Action|Fantasy|Horror|Mystery|Sci-Fi|Thriller",286240
5805,"31851,Sons of the Desert (1933),Comedy",286328
5806,"31867,Man of the House (2005),Action|Comedy",286368
5807,"31878,Kung Fu Hustle (Gong fu) (2004),Action|Comedy",286413
5808,"31903,Zelary (2003),Drama|Romance",286466
5809,"31909,Dr. Giggles (1992),Comedy|Horror",286501
5810,"31921,""Seven-Per-Cent Solution, The (1976)"",Adventure|Comedy|Crime|Drama|Mystery|Thriller",286541
5811,"31923,""Three Musketeers, The (1973)"",Action|Adventure|Comedy",286632
5812,"31925,Royal Flash (1975),Adventure|Comedy|Romance",286694
5813,"31952,Control (Kontroll) (2003),Comedy|Crime|Drama|Mystery",286745
5814,"31973,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948),Drama|War",286805
5815,"32009,Tyler Perry's Diary of a Mad Black Woman (2005),Comedy|Drama|Romance",286896
5816,"32011,Cursed (2005),Horror|Thriller",286972
5817,"32017,""Pacifier, The (2005)"",Action|Comedy",287009
5818,"32019,Be Cool (2005),Comedy|Crime|Musical",287053
5819,"32022,Gunner Palace (2004),Documentary|War",287096
5820,"32029,Hostage (2005),Action|Crime|Drama|Thriller",287140
5821,"32031,Robots (2005),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX",287190
5822,"32058,Class Action (1991),Drama",287267
5823,"32060,""Cat and the Canary, The (1927)"",Horror|Mystery",287300
5824,"32116,""Oh, God! You Devil (1984)"",Comedy",287355
5825,"32139,""Agony and the Ecstasy, The (1965)"",Drama",287397
5826,"32160,Twentieth Century (1934),Comedy",287446
5827,"32179,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958),Crime|Drama|Thriller",287485
5828,"32213,Cube Zero (2004),Horror|Mystery|Sci-Fi|Thriller",287590
5829,"32234,Julia (1977),Drama",287645
5830,"32243,Stealing Rembrandt (Rembrandt) (2003),Action|Comedy|Crime",287671
5831,"32289,Ice Princess (2005),Children|Comedy|Drama",287736
5832,"32291,Melinda and Melinda (2004),Comedy|Drama",287785
5833,"32294,Milk and Honey (2003),Drama",287832
5834,"32296,Miss Congeniality 2: Armed and Fabulous (2005),Adventure|Comedy|Crime",287867
5835,"32298,Guess Who (2005),Comedy|Romance",287944
5836,"32300,D.E.B.S. (2004),Action|Comedy",287983
5837,"32302,""League of Ordinary Gentlemen, A (2004)"",Documentary",288020
5838,"32314,Incident at Loch Ness (2004),Adventure|Comedy|Documentary",288080
5839,"32371,Call Northside 777 (1948),Crime|Drama|Film-Noir",288145
5840,"32387,""Sword of Doom, The (Dai-bosatsu tôge) (1966)"",Action|Drama",288200
5841,"32392,800 Bullets (800 Balas) (2002),Comedy|Crime|Drama|Western",288268
5842,"32440,If Looks Could Kill (1991),Action|Comedy",288333
5843,"32442,Greedy (1994),Comedy",288381
5844,"32456,""Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)"",Animation|Comedy|Drama|Fantasy",288409
5845,"32460,Knockin' on Heaven's Door (1997),Action|Comedy|Crime|Drama",288522
5846,"32469,We're No Angels (1955),Comedy|Crime|Drama",288588
5847,"32511,""Touch of Zen, A (Xia nu) (1971)"",Action|Adventure",288637
5848,"32515,Walker (1987),Adventure|Drama|War|Western",288695
5849,"32554,Memories (Memorîzu) (1995),Animation|Fantasy|Sci-Fi|Thriller",288744
5850,"32582,""Wild Parrots of Telegraph Hill, The (2003)"",Documentary",288813
5851,"32584,""Ballad of Jack and Rose, The (2005)"",Drama",288877
5852,"32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller",288928
5853,"32589,Beauty Shop (2005),Comedy",288991
5854,"32596,Sahara (2005),Action|Adventure|Comedy",289024
5855,"32598,Fever Pitch (2005),Comedy|Romance",289069
5856,"32600,Eros (2004),Drama",289110
5857,"32620,Not on the Lips (Pas sur la bouche) (2003),Comedy|Musical|Romance",289135
5858,"32632,Electra Glide in Blue (1973),Action|Crime",289208
5859,"32649,""Special Day, A (Giornata particolare, Una) (1977)"",Drama|War",289257
5860,"32657,""Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)"",Animation|Drama",289326
5861,"32659,Tanguy (2001),Comedy",289421
5862,"32666,National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003),Comedy",289449
5863,"32728,""Little Girl Who Lives Down the Lane, The (1976)"",Drama|Mystery|Thriller",289536
5864,"32743,Ringu 0: Bâsudei (2000),Drama|Horror|Thriller",289616
5865,"32770,Brothers (Brødre) (2004),Drama",289670
5866,"32799,Maidens in Uniform (Mädchen in Uniform) (1931),Drama|Romance",289709
5867,"32862,With Six You Get Eggroll (1968),Comedy|Romance",289778
5868,"32875,Holiday (Jour de fête) (1949),Comedy",289832
5869,"32892,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),Drama|War",289877
5870,"32898,""Trip to the Moon, A (Voyage dans la lune, Le) (1902)"",Action|Adventure|Fantasy|Sci-Fi",289961
5871,"32906,""Ascent, The (Voskhozhdeniye) (1977)"",Drama|War",290055
5872,"32914,Carrie (2002),Drama|Horror|Thriller",290110
5873,"32917,Boccaccio '70 (1962),Comedy|Fantasy|Romance",290153
5874,"33004,""Hitchhiker's Guide to the Galaxy, The (2005)"",Adventure|Comedy|Sci-Fi",290204
5875,"33085,""Amityville Horror, The (2005)"",Horror|Thriller",290282
5876,"33090,Mutant Aliens (2001),Animation|Comedy|Sci-Fi",290337
5877,"33124,Before the Fall (NaPolA - Elite für den Führer) (2004),Drama|War",290389
5878,"33126,""Frisco Kid, The (1979)"",Comedy|Western",290463
5879,"33132,State Property 2 (2005),Action|Crime|Drama",290510
5880,"33138,Palindromes (2004),Adventure|Comedy|Drama",290560
5881,"33145,""Lot Like Love, A (2005)"",Comedy|Drama|Romance",290609
5882,"33148,King's Ransom (2005),Comedy|Crime",290663
5883,"33154,Enron: The Smartest Guys in the Room (2005),Documentary",290704
5884,"33158,xXx: State of the Union (2005),Action|Crime|Thriller",290767
5885,"33162,Kingdom of Heaven (2005),Action|Drama|Romance|War",290827
5886,"33164,House of Wax (2005),Horror|Thriller",290884
5887,"33166,Crash (2004),Crime|Drama",290927
5888,"33171,Mysterious Skin (2004),Drama|Mystery",290959
5889,"33188,Mischief (1985),Comedy|Romance",291003
5890,"33201,Between Your Legs (Entre las piernas) (1999),Drama|Mystery|Romance|Thriller",291041
5891,"33237,San Francisco (1936),Drama|Musical|Romance",291124
5892,"33294,Vampire Hunter D (1985),Animation|Fantasy|Horror",291174
5893,"33310,""Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)"",Drama|Romance",291230
5894,"33312,""Cocoanuts, The (1929)"",Comedy|Musical",291306
5895,"33421,Dear Wendy (2005),Drama",291352
5896,"33435,Los Angeles Plays Itself (2003),Documentary",291383
5897,"33437,Unleashed (Danny the Dog) (2005),Action|Crime|Drama|Thriller",291434
5898,"33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi",291502
5899,"33495,Kicking & Screaming (2005),Comedy",291585
5900,"33499,Monster-in-Law (2005),Comedy|Romance",291626
5901,"33558,""Snow Walker, The (2003)"",Adventure|Drama",291670
5902,"33564,Divorce - Italian Style (Divorzio all'italiana) (1961),Comedy",291719
5903,"33615,Madagascar (2005),Adventure|Animation|Children|Comedy",291788
5904,"33629,Airborne (1993),Adventure|Comedy",291849
5905,"33639,Mad Hot Ballroom (2005),Children|Documentary",291889
5906,"33644,Dominion: Prequel to the Exorcist (2005),Horror|Thriller",291941
5907,"33646,""Longest Yard, The (2005)"",Comedy|Drama",292005
5908,"33649,Saving Face (2004),Comedy|Drama|Romance",292052
5909,"33660,Cinderella Man (2005),Drama|Romance",292099
5910,"33669,""Sisterhood of the Traveling Pants, The (2005)"",Adventure|Comedy|Drama",292142
5911,"33672,Lords of Dogtown (2005),Action|Comedy|Drama",292220
5912,"33677,Rock School (2005),Documentary",292271
5913,"33679,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance",292309
5914,"33681,""Adventures of Sharkboy and Lavagirl 3-D, The (2005)"",Action|Adventure|Children|Fantasy",292372
5915,"33683,High Tension (Haute tension) (Switchblade Romance) (2003),Horror|Thriller",292467
5916,"33725,It's All Gone Pete Tong (2004),Comedy|Drama|Musical",292548
5917,"33779,Eddie Izzard: Dress to Kill (1999),Comedy",292607
5918,"33781,Quo Vadis (1951),Drama|Romance",292656
5919,"33794,Batman Begins (2005),Action|Crime|IMAX",292694
5920,"33801,Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004),Action|Adventure|Fantasy|Sci-Fi",292740
5921,"33815,""Perfect Man, The (2005)"",Comedy|Drama|Romance",292831
5922,"33826,Saint Ralph (2004),Comedy|Drama",292885
5923,"33830,Herbie: Fully Loaded (2005),Adventure|Comedy|Romance",292924
5924,"33834,Land of the Dead (2005),Action|Horror|Thriller",292984
5925,"33836,Bewitched (2005),Comedy|Fantasy|Romance",293038
5926,"33838,Rize (2005),Documentary",293085
5927,"33880,Me and You and Everyone We Know (2005),Comedy|Drama",293116
5928,"33893,""Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)"",Comedy|Crime|Thriller",293175
5929,"33896,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),Horror",293266
5930,"33903,""Edukators, The (Die Fetten Jahre sind vorbei) (2004)"",Comedy|Crime|Drama|Romance",293334
5931,"33966,Cop and ½ (1993),Comedy",293423
5932,"34018,At the Circus (1939),Comedy|Musical",293455
5933,"34048,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller",293498
5934,"34072,""March of the Penguins (Marche de l'empereur, La) (2005)"",Documentary",293563
5935,"34129,Rebound (2005),Comedy",293640
5936,"34143,Dark Water (2005),Drama|Horror|Thriller",293669
5937,"34148,""Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)"",Drama",293716
5938,"34150,Fantastic Four (2005),Action|Adventure|Sci-Fi",293808
5939,"34153,Murderball (2005),Documentary",293861
5940,"34162,Wedding Crashers (2005),Comedy|Romance",293898
5941,"34164,Happy Endings (2005),Comedy|Drama",293944
5942,"34271,Hustle & Flow (2005),Crime|Drama",293985
5943,"34292,Hardware (1990),Action|Horror|Sci-Fi",294025
5944,"34312,""Calcium Kid, The (2004)"",Comedy",294069
5945,"34319,""Island, The (2005)"",Action|Sci-Fi|Thriller",294109
5946,"34321,Bad News Bears (2005),Children|Comedy",294160
5947,"34323,""Devil's Rejects, The (2005)"",Action|Crime|Horror",294205
5948,"34326,Last Days (2005),Drama",294262
5949,"34330,November (2004),Drama|Mystery",294292
5950,"34332,Sky High (2005),Action|Adventure|Children|Comedy",294329
5951,"34334,Stealth (2005),Action|Adventure|Sci-Fi|Thriller",294385
5952,"34336,Must Love Dogs (2005),Comedy|Romance",294440
5953,"34338,""Aristocrats, The (2005)"",Comedy|Documentary",294484
5954,"34359,Georgy Girl (1966),Comedy",294536
5955,"34397,""Order, The (2001)"",Action|Adventure|Drama|Thriller",294569
5956,"34405,Serenity (2005),Action|Adventure|Sci-Fi",294628
5957,"34437,Broken Flowers (2005),Comedy|Drama",294675
5958,"34450,Miracles - Mr. Canton and Lady Rose (1989),Action|Comedy|Crime|Drama",294717
5959,"34482,""Browning Version, The (1951)"",Drama",294793
5960,"34520,""Dukes of Hazzard, The (2005)"",Action|Adventure|Comedy",294837
5961,"34523,The Chumscrubber (2005),Comedy|Drama",294899
5962,"34528,Junebug (2005),Comedy|Drama",294943
5963,"34530,Deuce Bigalow: European Gigolo (2005),Comedy",294978
5964,"34532,""Skeleton Key, The (2005)"",Drama|Horror|Mystery|Thriller",295030
5965,"34534,Four Brothers (2005),Action|Crime|Drama",295094
5966,"34536,The Great Raid (2005),Action|Drama|War",295141
5967,"34540,Pretty Persuasion (2005),Comedy|Drama",295187
5968,"34542,Grizzly Man (2005),Documentary",295232
5969,"34800,Private Resort (1985),Comedy",295270
5970,"34811,Pusher II: With Blood on My Hands (2004),Action|Crime|Drama|Thriller",295306
5971,"35015,Duma (2005),Adventure|Drama",295382
5972,"35347,Animal Farm (1954),Animation|Drama",295417
5973,"35807,""Teahouse of the August Moon, The (1956)"",Comedy",295459
5974,"35836,""40-Year-Old Virgin, The (2005)"",Comedy|Romance",295515
5975,"35957,Red Eye (2005),Horror|Thriller",295570
5976,"36276,Hidden (a.k.a. Cache) (Caché) (2005),Drama|Mystery|Thriller",295608
5977,"36289,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),Adventure|Children|Comedy|Fantasy",295676
5978,"36363,Kin-Dza-Dza! (1986),Comedy|Drama|Sci-Fi",295788
5979,"36397,Valiant (2005),Adventure|Animation|Children|Comedy|Fantasy|War",295835
5980,"36401,""Brothers Grimm, The (2005)"",Comedy|Fantasy|Horror|Thriller",295905
5981,"36477,""Baxter, The (2005)"",Comedy|Drama|Romance",295972
5982,"36509,""Cave, The (2005)"",Action|Adventure|Horror|Mystery|Sci-Fi|Thriller",296021
5983,"36517,""Constant Gardener, The (2005)"",Drama|Thriller",296095
5984,"36519,Transporter 2 (2005),Action|Crime|Thriller",296149
5985,"36525,Just Like Heaven (2005),Comedy|Fantasy|Romance",296199
5986,"36527,Proof (2005),Drama",296253
5987,"36529,Lord of War (2005),Action|Crime|Drama|Thriller|War",296279
5988,"36533,Cry_Wolf (a.k.a. Cry Wolf) (2005),Drama|Horror|Mystery|Thriller",296337
5989,"36535,Everything Is Illuminated (2005),Comedy|Drama",296408
5990,"36537,Thumbsucker (2005),Comedy|Drama",296461
5991,"36708,Family Guy Presents Stewie Griffin: The Untold Story (2005),Adventure|Animation|Comedy",296500
5992,"36850,Police Story 2 (Ging chaat goo si juk jaap) (1988),Action|Comedy|Crime|Thriller",296594
5993,"36931,New Police Story (Xin jing cha gu shi) (2004),Action|Crime|Drama",296681
5994,"37211,Go West (1940),Comedy|Musical|Western",296753
